trial_label,match_method,group_review_flag,group_review_reasons,capture_batch,source_path,source_file_sha256,source_line,source_column_count,structural_repair,source_row_sha256,robot_id,target_location,alg,top_k_rate,top_k_max_cells,drop_rate,config_sequence,trial_mode,commitment_horizon,logic_revision,scenario_sha256,steps,msgs_sent,msgs_received,1_rec,1_sent,2_rec,2_sent,3_rec,3_sent,4_rec,4_sent,5_rec,5_sent,bytes_sent,bytes_received,motor_time_ms,trial_time_ms,cpu_util_pct,mem_used_peak,mem_free_min,candidate_filter_calls,candidate_filter_time_us_total,candidate_filter_time_us_mean,candidate_filter_time_us_max,allocator_solve_time_us_total,allocator_calls,allocator_time_us_total,allocator_time_us_mean,allocator_time_us_max,allocator_time_pct,mean_step_time_ms,task_cell_replans,path_replans,collision_prevention_events
HIPC 5,algorithm_target_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,0A778F09180B6A032B78AF48A6B7189F71710E0CE138B6ADF7FE3CFD8F279D54,7,45,none,EBC9E436AF97181B069C11D659EEDACAB9B2FC371239F3E7F1A5331D4983BA1E,02,13/16,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,23,57,181,78,23,80,24,19,9,3,1,1,0,960,2743,25910,49627,26,217216,12352,3,6534169,2178056.0,2278448,3635337,3,10204537,3401512.0,3444297,20.56247,2157.696,0,0,0
HIPC 5,algorithm_target_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,74F77B9D538A1DB25DED045B40A5C9FF8A61A384C651132F4CA14EBA37919F3F,7,45,none,976A64858E7198C90BDEA94B3091015C94C954AB8B04EE45EAC9D00C51769BE0,03,13/16,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,23,56,182,79,22,81,23,19,9,3,1,0,1,818,2887,25458,49488,25,220224,9264,3,5992318,1997439.0,2046249,3637638,3,9663732,3221244.0,3229355,19.52742,2151.652,0,0,0
PI 1,algorithm_target_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,2,45,none,D7E7FB16C469E31E93F57266B5B84159FA75AB49C9556CCA5BA3762CB4A1E10C,00,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,40,103,35,13,38,14,26,12,3,1,1,0,656,1790,13541,27866,27,218304,11264,3,3422538,1140846.0,1180174,1290924,3,5676663,1892221.0,1950762,20.37129,2143.539,0,0,0
PI 1,algorithm_target_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,2,45,none,FC058900FB4B8B71CE4B35E1E20114C781AC4082B9F45EBBE932D6B17FE76659,01,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,32,107,38,10,40,11,25,10,3,1,1,0,552,1774,12510,26432,29,225184,4384,3,3633986,1211329.0,1274032,1163134,3,5765748,1921916.0,2043872,21.81351,2643.2,0,0,0
PI 1,algorithm_target_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,2,45,none,DD87A67580A8A4383D094EDF441A6FC6F0EB325CDE6ECA3A21F5937BF2978C4D,02,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,14,36,103,35,13,37,14,28,7,3,1,0,1,484,1834,14407,26431,22,203888,25600,2,2436898,1218449.0,1220972,902592,2,3977564,1988782.0,1990209,15.04886,1887.929,0,0,0
PI 1,algorithm_target_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,2,45,none,DF64973251A15B883B8805967D75F157215A1FD69B149DA2FC3C16581BDB8B25,03,5/9,PI,0.1,36,0.0,3,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,35,104,36,12,38,13,26,9,3,1,1,0,548,1772,14324,26477,22,222080,7488,2,2608570,1304285.0,1307462,901565,2,4147661,2073831.0,2077997,15.66515,2206.417,1,0,0
PI 2,algorithm_target_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,4,45,none,B2BFF7E2FE2B1943AA6CEA6D02AB53AB6579D081EF2CA9D540F462482B4725CE,00,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,43,106,37,11,40,11,26,19,3,1,0,1,885,1846,11034,24699,28,214160,15408,5,1607505,321501.0,331794,1664943,5,4904903,980980.6,1085907,19.85871,2058.25,0,0,0
PI 2,algorithm_target_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,4,45,none,383A1BAC1412CB0082648FE7922D19FE33D78FA4CCC9A3F10A07B6BF7EC7AFF1,01,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,39,110,37,11,39,12,30,15,3,1,1,0,724,2015,12748,24797,24,224432,5136,4,1369156,342289.0,361458,1525536,4,4199145,1049786.0,1137561,16.93408,2254.273,1,0,0
PI 2,algorithm_target_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,3,45,none,62F354DBDCCD50D28BEB9D80D50A2636C2495A27809AB4C786D1E00A66332945,02,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,14,34,115,34,14,36,15,41,4,3,1,1,0,407,2342,15733,24902,14,210832,18736,1,403313,403313.0,403313,447376,1,1170872,1170872.0,1170872,4.70192,1778.714,0,0,0
PI 2,algorithm_target_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,4,45,none,54FC772F5FA7854A981C2ECA9D6C39F2085313164C15AB0144411C8DEF08EB95,03,7/2,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,33,116,36,12,38,13,38,7,3,1,1,0,503,2248,13989,24994,18,215824,13744,2,691262,345631.0,353794,896014,2,2227492,1113746.0,1123606,8.912107,2082.833,1,0,0
PI 3,algorithm_target_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,5,45,none,AC55357717DD3F74F2E6FFD1635D80ACFA24C992A67A03397C103E29D2EA1C4C,00,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,15,42,105,26,15,29,17,46,9,3,1,1,0,560,2703,15909,29473,24,228432,1136,2,2988299,1494150.0,1507304,846684,2,4479074,2239537.0,2253004,15.19721,1964.867,0,1,1
PI 3,algorithm_target_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,5,45,none,0CA21D78D15CD4B0FC0ACD78EC07CFF1C59E41F20AB31F5C4F31901E90F70D16,01,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,9,37,110,32,9,36,10,38,17,3,1,1,0,898,2375,10956,29648,40,221216,8352,4,7614120,1903530.0,1932079,1447217,4,10353003,2588251.0,2673903,34.91973,3294.222,1,0,0
PI 3,algorithm_target_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,4,45,none,5681A2F9A4417A066F14F909A544AAAC617D9749B97B796A74175BC9FE6ECD05,02,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,34,113,33,8,37,9,39,16,3,1,1,0,856,2423,9786,29638,45,224320,5248,5,8470283,1694057.0,1743110,1539846,5,11645509,2329102.0,2489293,39.29249,3704.75,0,0,0
PI 3,algorithm_target_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,5,45,none,6B852C156B544343FE9D23A809A3B29EBECEC933EEA86173A6DBE6498A081632,03,3/11,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,34,113,32,9,36,10,42,13,3,1,0,1,739,2540,11433,29476,39,226528,2960,4,7312905,1828226.0,1874086,1312643,4,9923976,2480994.0,2616814,33.66799,2947.6,1,0,0
PI 4,algorithm_target_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,6,45,none,25AF4167AADB8A429D1BF334C9FD28AC7E60ED74385B342139E9DDEE4CE6C2B7,00,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,73,155,444,210,73,211,73,17,6,6,2,0,1,1473,5603,74581,110020,8,228528,1040,2,250926,125463.0,129413,651593,2,1553681,776840.5,863697,1.41218,1507.123,0,0,0
PI 4,algorithm_target_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,6,45,none,A18581876969E731281832A7D13A0A03CB1CBE575E725D452EE6647E2AE91982,01,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,71,150,450,212,71,213,72,18,5,6,2,1,0,1427,5673,75961,110086,7,218880,10688,1,134005,134005.0,134005,424005,1,889957,889957.0,889957,0.8084198,1550.507,1,0,0
PI 4,algorithm_target_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,5,45,none,B14F138DBE74793249817D94CD61DD3DCE862BE3DF18482A7F2226FE35B26E83,02,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,70,151,453,213,70,215,71,18,8,6,2,1,0,1776,5480,76772,110787,8,216928,12640,2,304174,152087.0,152351,895188,2,1847848,923924.0,926013,1.667929,1582.671,2,0,0
PI 4,algorithm_target_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,6,45,none,D2F686F06D590826783A2FFF7C22AB97E904D92C8B8B15FDD031626ED914DEBF,03,5/4,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,69,148,452,214,69,215,70,16,7,6,2,1,0,1674,5430,76340,110113,7,227056,2512,2,268014,134007.0,136381,857295,2,1761152,880576.0,882485,1.599404,1595.841,1,0,0
PI 5,algorithm_target_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,3137469E96C32825E39FB48C97E4215C0A739C423CF25AB5C9BA603DF7284A71,7,45,none,C54E405B1A52873537DE450674720D377BAE8D0C23D21246E8B694EAFAD114F2,00,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,32,79,217,83,32,84,33,43,12,6,2,1,0,1128,3999,33353,60066,22,204416,25152,3,6063181,2021060.0,2054968,1267784,3,8293883,2764628.0,2821794,13.80795,1877.063,0,0,0
PI 5,algorithm_target_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,195F5C285486A1DFEFE2D9DC20E067C9EDC55A681F8B1E0372B39F401317A468,7,45,none,38B0D4E5023280C79199EBC1063FE6200133875A92BC011E33C2D306CE748D45,01,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,30,75,223,85,30,87,31,44,12,6,2,1,0,1124,4078,32119,59870,23,211392,18176,3,7276921,2425640.0,2476246,1344677,3,9582733,3194244.0,3242514,16.0059,1995.667,1,0,0
PI 5,algorithm_target_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,9EACC046F85FAFC24A6C0AA6732D92CDE727E6F8C08C2392A2167453EF9ECD6C,6,45,none,2BAABC876DE7EB067B21BFE7AD7D1DCDAD98D0DBCDAC034006394A2E3F36A4B8,02,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,27,77,223,88,27,90,28,38,20,6,2,1,0,1460,3835,30268,61383,27,214800,14768,5,9582733,1916547.0,1979812,2022098,5,13244450,2648890.0,2750983,21.57674,2273.444,0,0,0
PI 5,algorithm_target_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-PI.txt,1668FC85643D412921B42FD7285558DD7FCA43DFFEF25DAA711BD685761E7359,7,45,none,8B40B19CBB7230EAF82BA67DD0CCB70CEEBC70D2B24183BD4DC36F03CD59725E,03,13/16,PI,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,27,71,225,89,26,90,27,40,15,6,2,0,1,1200,3943,30356,59813,26,201456,28112,4,8056127,2014032.0,2102436,1637008,4,10999589,2749897.0,2869083,18.38996,2215.296,0,0,0
